13085.6,4496.61,0.34363,156.455,1.8231649342e6,176.878,5221.63,44.0,26.3721
14742.9,4299.58,0.29163,186.478,2.0502083526e6,226.267,5634.62,137.0,22.8545
10283.4,2897.45,0.28175,128.632,1.3737072899e6,156.436,4048.52,32.0,33.7873
19888.5,6360.54,0.3198,243.136,2.7734002579e6,333.444,5476.9,89.0,23.6164
4930.13,1191.97,0.24177,38.0094,690077.8313,50.2508,1921.15,53.0,43.7402
11402.5,3562.16,0.3124,128.842,1.5930915836e6,174.476,4767.04,142.0,29.4151
7178.37,2050.09,0.28559,65.9061,994102.2321,94.5333,3078.66,45.0,40.4754
8350.27,2095.2,0.25091,78.7138,1.1919401382e6,118.212,3345.12,43.0,37.9553
10590.2,3370.5,0.31826,131.392,1.449738596e6,154.27,4894.81,72.0,29.2047
6473.58,2078.57,0.32108,73.1186,882937.3591,112.246,3518.96,65.0,34.477
10944.7,3034.98,0.2773,121.682,1.5362387672e6,172.205,4204.91,52.0,32.6133
9670.39,2439.03,0.25221,59.3989,1.374073223e6,100.195,4112.45,70.0,35.7437
6614.67,2847.89,0.43054,63.3363,954112.1686,110.933,3215.07,79.0,38.7238
5161.29,1333.06,0.25828,41.7115,709432.1904,79.0111,2641.07,27.0,42.3329
6336.02,1743.51,0.27517,68.407,865474.1397,99.5794,3486.9,58.0,37.0385
15610.9,4235.82,0.27133,210.589,2.1518027734e6,259.422,5132.09,166.0,24.6902
6140.68,2088.96,0.34018,65.0112,824084.4944,91.4673,3489.95,34.0,37.9225
18598.5,6937.77,0.37302,205.137,2.6785215558e6,323.72,5366.66,242.0,24.0359
5493.53,1214.6,0.22109,44.2294,703109.471,66.1888,2112.31,31.0,43.1881
11003.2,3307.65,0.3006,65.2141,1.4696077515e6,156.605,5010.63,42.0,31.2149
11305.4,2288.27,0.2024,148.498,1.5812578069e6,180.197,4631.46,149.0,30.041
22743.2,5630.03,0.24754,343.077,3.1061948586e6,385.351,6226.14,129.0,19.8176
9077.29,3302.23,0.36379,76.8086,1.2397555619e6,136.79,4318.22,107.0,32.6447
10218.4,3418.35,0.33452,79.1697,1.4477319245e6,144.202,4550.56,56.0,35.9516
9030.13,1980.89,0.21936,95.352,1.2837213995e6,116.106,3820.14,52.0,35.0809
3962.24,971.34,0.24514,32.4236,562575.1141,43.6847,1791.39,12.0,44.47
6175.82,2154.23,0.34881,72.6503,771650.2724,125.505,1973.03,80.0,42.2855
6653.41,1747.16,0.26259,89.3011,920774.132,105.064,3398.79,88.0,37.3922
7147.43,2540.86,0.35549,66.3726,959519.5866,112.152,2676.45,36.0,36.7923
13285.6,3877.38,0.29184,170.431,1.8513514934e6,225.984,4319.04,79.0,30.9525
7486.64,1899.37,0.2537,61.2478,1.029286963e6,105.563,3690.01,25.0,46.5464
7725.39,3342.03,0.4326,80.1354,1.0627252972e6,123.096,4739.36,66.0,32.2246
6337.66,1826.02,0.28812,64.0168,835880.1871,93.467,2678.42,72.0,41.4805
11824.0,3473.07,0.29373,89.9697,1.6372948545e6,160.489,5013.12,52.0,31.0827
5840.08,1981.93,0.33936,27.4008,818627.4452,69.5357,2497.81,22.0,41.6105
21690.0,8443.73,0.38929,198.422,3.003873745e6,317.214,7638.15,131.0,25.9685
13866.5,3330.09,0.24015,101.128,1.9114861059e6,301.776,4566.07,175.0,30.9648
9223.98,2250.16,0.24394,105.349,1.2928909288e6,149.253,3892.01,36.0,33.3526
18701.0,5707.76,0.30521,207.431,2.5852771097e6,294.706,6454.27,242.0,20.7927
6020.43,1459.22,0.24237,54.0961,863556.3718,70.3864,2543.26,67.0,41.5467
6988.72,1755.13,0.25113,59.0199,930437.2149,90.8245,3407.57,60.0,38.272
7382.97,2800.47,0.37931,66.1211,982256.434,122.602,3069.81,52.0,38.6804
9273.27,2588.57,0.27914,101.486,1.2745293337e6,156.216,4131.69,73.0,32.7378
14280.0,4487.22,0.31423,150.08,1.9550569551e6,225.18,5400.14,13.0,30.6258
12804.7,3383.79,0.26426,163.864,1.7911559966e6,189.398,4684.39,55.0,29.5732
5445.53,1067.68,0.19606,50.8647,784924.9956,69.4956,2840.52,58.0,40.2841
5480.61,2002.83,0.36543,48.6167,760548.8194,78.1312,2314.2,33.0,43.3579
5357.57,1657.7,0.30941,58.1012,705967.4404,80.6739,2706.91,21.0,41.0951
9372.83,3781.91,0.40349,66.9142,1.2946861974e6,134.254,4263.09,44.0,38.2778
5977.95,2076.34,0.34733,57.0654,845643.5118,79.6723,2624.49,28.0,41.1594
14779.0,4657.28,0.31512,163.996,2.111063996e6,234.036,4910.27,51.0,29.6996
5197.77,1308.47,0.25173,51.5485,694793.2056,72.1947,3234.34,27.0,41.1184
4701.09,1708.37,0.36339,31.4939,664100.4204,60.9597,2196.06,41.0,43.6741
9810.55,2772.51,0.2826,117.201,1.3513764538e6,135.829,4179.8,122.0,32.7455
7234.24,2245.05,0.31033,62.7671,963850.6452,107.093,3359.04,50.0,34.5803
8316.16,3309.32,0.39793,70.9113,1.131958852e6,121.969,3504.58,54.0,36.7101
5625.35,1656.99,0.29455,46.1919,818021.2027,63.5406,2512.43,11.0,40.9694
13124.7,4379.81,0.3337,155.69,1.8780675264e6,212.896,5660.8,81.0,25.3517
17997.4,5762.02,0.32015,180.185,2.5218597125e6,255.329,6116.0,194.0,22.5177
16755.5,5876.55,0.35072,125.329,2.2554683159e6,247.912,4611.44,62.0,34.9524
9147.9,2951.99,0.32269,100.591,1.2750796879e6,116.985,3996.13,32.0,33.9816
5483.76,1904.96,0.34738,49.5424,758879.5565,72.3508,2413.53,21.0,41.9965
8159.61,2642.82,0.32389,77.0981,1.1490345054e6,108.893,3314.99,36.0,38.0374
8890.65,2483.73,0.27936,101.101,1.2095293341e6,129.863,3361.17,121.0,36.124
14496.7,4697.87,0.32406,172.154,1.9883262271e6,263.984,4922.78,26.0,27.8808
8865.81,2446.3,0.27592,92.6926,1.220299357e6,124.717,4516.5,122.0,34.2798
5521.78,917.49,0.16615,50.717,758718.5304,59.9504,3041.12,19.0,39.693
14512.4,4516.43,0.31121,172.022,2.0062721414e6,229.819,4805.78,115.0,28.434
12260.1,3911.27,0.31902,133.462,1.64080815e6,172.843,4352.61,49.0,33.5362
6779.26,2017.96,0.29766,62.9114,898727.3162,98.9735,2776.17,28.0,40.4175
15196.5,2466.96,0.16233,184.817,2.0771388216e6,241.941,5205.25,86.0,25.895
5977.6,1085.43,0.18158,53.6319,832013.2811,65.0972,2921.94,29.0,46.5464
9580.49,3473.25,0.36253,84.5265,1.3016412098e6,159.104,4259.79,36.0,32.433
12842.3,3236.56,0.25202,158.136,1.7995339165e6,203.745,5019.48,202.0,27.4909
5701.75,816.12,0.14313,56.5951,778681.7721,61.938,2323.81,17.0,40.8209
8208.52,1698.16,0.20687,74.8858,1.1596926332e6,96.8204,3265.88,41.0,37.4067
4690.15,1820.76,0.3882,42.9229,632477.6428,76.791,1696.41,20.0,43.5202
7986.06,3189.18,0.39934,37.5397,1.0402029609e6,125.918,3421.18,58.0,38.0129
6099.59,1042.63,0.17093,53.3449,847522.1248,68.9677,2731.14,4.0,42.0206
20742.2,6747.75,0.32531,178.964,2.7824426879e6,294.892,5978.59,125.0,19.2892
8589.12,3096.77,0.36054,83.6376,1.1530442978e6,129.804,3470.09,37.0,37.3311
6778.68,2072.62,0.30575,61.2659,907053.7451,102.872,3647.63,67.0,39.1159
5897.76,849.02,0.14395,49.552,832339.1697,71.3103,2717.64,1.0,42.169
6659.2,2105.52,0.31618,67.5147,874271.0661,91.8867,3675.51,67.0,38.8934
9720.98,2942.77,0.30272,93.9484,1.3413650775e6,115.552,3335.3,49.0,35.8867
6555.28,1762.45,0.26885,53.32,922960.2263,82.204,3427.21,63.0,38.7961
13263.5,3861.77,0.29115,155.483,1.817429133e6,189.838,4918.44,120.0,28.6845
8244.95,2318.37,0.28118,89.8987,1.1158621643e6,118.688,3233.92,83.0,38.6511
17904.0,5077.61,0.2836,220.294,2.5008155007e6,283.619,5754.66,200.0,21.8699
10589.4,3187.15,0.30097,97.5889,1.4525487076e6,143.239,3834.18,22.0,34.2465
4818.2,913.14,0.18951,43.0455,644264.8671,57.6222,2743.98,15.0,43.115
9692.51,3938.02,0.40629,88.7179,1.2940514298e6,158.016,4775.47,95.0,30.8643
13113.9,4387.71,0.33458,112.899,1.8353704125e6,170.489,4941.26,83.0,32.5942
7227.69,2401.72,0.33229,64.8022,1.0444186604e6,96.6428,3196.85,38.0,38.9765
8047.61,2510.84,0.31199,80.2427,1.0753508822e6,141.385,3567.48,44.0,36.0615
8045.65,2394.33,0.29759,93.2164,1.1008665498e6,125.707,3236.51,83.0,38.6209
8319.96,2510.81,0.30178,67.6949,1.1387280212e6,104.614,3737.39,58.0,36.7905
4917.31,979.95,0.19928,44.2957,663827.3238,56.6425,2566.81,15.0,43.2655
11573.7,3486.92,0.30127,102.297,1.6056764578e6,146.567,4291.93,77.0,32.6463
5333.09,1956.0,0.36676,40.4982,738540.1165,73.3698,2308.48,50.0,42.6737
7638.49,2589.2,0.33896,66.6847,1.0919560585e6,112.175,3763.83,23.0,36.263
7443.81,2373.19,0.31881,77.3101,1.0284896936e6,100.086,3813.38,43.0,35.7603
13304.1,3996.9,0.30042,119.727,1.8452537832e6,164.622,5457.38,59.0,30.3557
12253.7,4006.03,0.32692,197.343,1.5910106752e6,267.324,5064.64,171.0,26.6072
6653.3,1827.32,0.27464,53.4037,874389.9496,83.9578,2956.02,55.0,38.6541
6036.21,2512.04,0.41616,56.1051,834172.6768,101.114,2923.24,84.0,39.6166
6341.81,1511.7,0.23837,71.1012,890176.635,73.979,2861.37,80.0,39.2243
13354.7,3425.45,0.25649,166.619,1.8441828605e6,206.524,4756.0,107.0,27.8931
21662.9,7495.0,0.34598,190.997,3.0822353523e6,357.82,14808.46,101.0,26.8574
9217.61,2822.02,0.30615,102.893,1.263337807e6,156.241,4104.11,81.0,33.484
5759.81,2144.38,0.3723,45.2132,817838.7144,92.3981,2578.23,33.0,41.7571
9217.19,3132.22,0.33982,78.205,1.2542302364e6,122.467,3858.95,94.0,34.7425
7714.46,2053.7,0.26621,78.5929,1.0879971967e6,123.815,3332.76,26.0,38.1038
8326.6,1602.93,0.1925,77.8852,1.1872088349e6,97.5153,3918.13,12.0,35.016
8243.17,2432.34,0.29507,93.4241,1.152377395e6,104.489,4017.28,20.0,36.749
8113.03,2740.68,0.33781,63.9086,1.1065244427e6,108.522,3396.08,57.0,39.8694
7039.21,2181.01,0.30983,72.5927,1.0322572924e6,84.1222,3400.16,30.0,38.9741
8303.01,2531.51,0.30489,73.7755,1.1350829829e6,111.79,3952.28,75.0,36.362
7930.86,1784.17,0.22496,81.3404,1.1272226851e6,95.7508,3857.79,39.0,35.4709
10486.8,4866.14,0.46402,91.3583,1.4663635118e6,157.236,4015.61,84.0,34.9373
5720.56,2306.65,0.40322,50.2657,790476.5401,89.3704,2353.73,27.0,42.1921
12242.7,4023.35,0.32863,137.301,1.7089336187e6,170.396,5346.41,74.0,28.4437
5861.0,2167.94,0.36989,54.0651,808432.1295,89.32,2554.08,42.0,41.4813
13178.9,4526.18,0.34344,132.412,1.8374317498e6,181.629,4387.34,44.0,31.1643
6834.47,1798.92,0.26321,62.1528,946397.4352,78.9189,3240.57,43.0,38.3017
8301.95,2461.11,0.29644,73.2281,1.1866305729e6,101.709,3088.92,34.0,37.5803
7588.36,1923.64,0.25349,79.0066,1.0085337908e6,97.2743,3347.6,48.0,37.5653
