8.629235117040984226e-01,9.328582913056058246e-01,2.809003632205389067e-01,5.616572072431583740e-01,9.322752979597408451e-01,6.443021345048135506e-01,3.457483595373220808e-01,9.987730542138471002e-01,4.736092145932254693e-01,1.421523517370575362e-01
4.405950170342947114e-01,5.329105602908476014e-01,6.463409429989245281e-01,5.077053418525535600e-01,9.660102599508182397e-01,5.725918308028241643e-01,8.765858182003443133e-01,9.057726978345337354e-02,8.231636818802650080e-01,5.038367776038996659e-01
7.528905189079230231e-01,4.270320578776802822e-01,3.176527601884711061e-01,7.967512696238188141e-01,7.383288467257860255e-01,8.530679511089153122e-01,7.226352696070059700e-01,8.991868035571654039e-01,2.901248809486358660e-01,1.303912511809216523e-01
5.412650674079215740e-01,1.358429655150737991e-01,8.978519317862401206e-01,2.607203979178719377e-01,9.772959144366428763e-01,9.412565843414091304e-01,9.473541433502015163e-01,3.437662964675189947e-01,6.354792297311113725e-01,6.060352902715716583e-01
3.327368645827201155e-01,3.065756940804460484e-01,4.765712604633239868e-01,4.476738712983013846e-01,4.277126203711838492e-01,6.085523552891866084e-01,9.967678175576464294e-01,3.351355810295052473e-01,2.169178727569193166e-01,9.936110818071719475e-01
7.549952732382817500e-01,9.358437915471738977e-01,7.318702884910921469e-01,8.434615480822392763e-01,3.926016932856907227e-01,6.710332583130332873e-01,9.393004807733740247e-01,2.657438885832273945e-01,5.289260559379620474e-01,9.162994357699498771e-01
2.333899435793702626e-01,6.094871005996618241e-01,3.199469181694881703e-01,8.998904198878143745e-01,2.574383288645112344e-01,1.835464622275445601e-01,2.260217883391522076e-01,9.264295738801560098e-01,9.455591400873207819e-01,1.125329717806010654e-01
2.456500597869750724e-01,3.244530104154866867e-01,5.529144171387269102e-01,4.275311412104464415e-01,7.751442909980473805e-01,6.948829241607805685e-01,8.924003287947819274e-01,7.041978527075509753e-02,4.377056084784176626e-01,6.950936944964911657e-01
6.838327882076368214e-01,6.039212969352958371e-02,3.984519688962123718e-01,6.472208992370950265e-01,6.528484571182070484e-01,5.174118322490173227e-01,9.272782838767790192e-01,2.530998274235990442e-01,7.202668622459793557e-01,5.850511442802787121e-01
2.566901154970224752e-01,2.547215553331212412e-01,9.766166044908016763e-01,2.131573270495841221e-01,4.853655291614604739e-01,6.715654279298682860e-01,9.172463256898091277e-01,9.400926220784602272e-01,5.398975732897458579e-01,8.993260095635798868e-01
5.109484128992324292e-01,5.784560615375887727e-01,2.449988284200281807e-01,9.711323516231668007e-01,3.938717473960564597e-01,8.125936216631259867e-01,6.576148505133834199e-01,8.213903812502614254e-01,7.932061359662427868e-01,5.694323412022479491e-01
5.427657587421184093e-01,1.752120684848035292e-01,3.710454570030736754e-01,5.614292411391822446e-01,1.404470437485453305e-01,4.237167471300400390e-01,5.397190885719252984e-01,7.512815043825201711e-01,4.665753004905131007e-01,8.243023765226892285e-01
6.030927445927642960e-01,1.875367449018885413e-01,4.666343125494205601e-01,3.966479434971074136e-01,7.320072576698426481e-01,5.042049597876552269e-01,2.183617116127807289e-01,8.047501771770142476e-01,3.137539416175261220e-01,2.397329463070962952e-02
7.770774563569869953e-01,9.920464658308035810e-01,4.636347444204125257e-01,7.049465350097560146e-01,8.560311959816748750e-01,1.539873978882745353e-01,2.417198694924699298e-01,4.454932792585939438e-01,7.579497062423247167e-01,4.297242792698563463e-02
1.224887432018998412e-01,9.483744099321981258e-01,3.609696319027109190e-01,9.157893369873008060e-01,7.112955540849248415e-01,2.070607508761056481e-01,3.297336375149402254e-01,5.532073530502890080e-02,8.154965955582944570e-01,4.726546453610772636e-01
6.501239146411874614e-02,9.034200206880083073e-01,1.864251504751137656e-01,8.212750224193394732e-01,5.582840508421677006e-01,2.939911269304074093e-01,1.123466873775280650e-01,3.779615234327706741e-01,7.134973149057428632e-01,9.431770939167897216e-01
6.938989805428100732e-01,1.847237449911267593e-01,9.752349055537712363e-01,5.356491572630949216e-01,9.431940734025028306e-01,9.084486572633253543e-01,9.170582641048431460e-01,4.582622393100330704e-01,1.553295736376758551e-01,8.989620770046897746e-01
7.301196339666272683e-01,9.769765214922765395e-02,2.838172033472522449e-01,8.329613461167032495e-01,1.633324242557684380e-01,9.593753778119303854e-01,7.065833610502998408e-01,2.397914453526961420e-01,4.593821517163512169e-01,6.460454396779830022e-01
3.253180771664054838e-01,4.759434662131818428e-01,2.414556632707793860e-01,2.573941858705297570e-01,8.393249684934621646e-01,8.397788633397071933e-01,2.540432993500647552e-01,2.451611779591859053e-01,2.402614154991665751e-01,4.680426948818855459e-01
9.119276993124960651e-01,2.585043077506359310e-01,1.757165484795193411e-01,8.751552854219438737e-01,6.059060200492590864e-01,5.329465758694300614e-01,1.558291763726981083e-01,2.929184406336543534e-01,5.699659616699145337e-01,4.324649262771621538e-01
5.943501461301375910e-01,1.313506194393206927e-01,2.775786750585644835e-01,5.910922930232255235e-01,7.260340647488161547e-01,6.277193420775822874e-01,1.165825230855115358e-01,8.678434390372335994e-01,2.473045623952659922e-01,9.440668498225929239e-01
3.453718497486214511e-01,1.038475341366849047e-01,5.014361292727782526e-01,5.305551732992906944e-01,7.333403970694105656e-01,7.702949925428292932e-01,6.454683139554673321e-01,9.182022759845843707e-01,3.616959357498937822e-01,6.199205811777193098e-01
4.894699922184425622e-01,9.502315707435839975e-01,2.709445316156309236e-01,6.567428777851912480e-01,7.978050709486194103e-01,1.347135941273432946e-01,1.378479547383615333e-02,5.313013748638859557e-01,7.144812747109737794e-01,6.060922426979570288e-01
2.811079901036598327e-01,3.150114137989438179e-01,6.601327979052356021e-01,9.960918003711138891e-02,9.757237945670369506e-01,9.149746356448739126e-01,2.364023719355943243e-01,5.620337224202351933e-01,5.969574385919036441e-01,6.070128865510887595e-01
5.210660474250715657e-01,8.372231398067487840e-01,1.458034358573588873e-01,4.169651022463300993e-01,3.251366273999571899e-01,3.106824509004106893e-01,4.742262772250065428e-01,4.152305686533517282e-01,4.217331395692121010e-01,7.525548177432774821e-01
3.512718808286583450e-01,4.426645892069130950e-01,5.317116574515099447e-01,3.037919259108158299e-01,7.102443692499859074e-01,7.868539412435431313e-01,7.001185086332082363e-01,6.962177233880812999e-01,2.941490979720186028e-01,1.353259510031179502e-01
2.132716318070793093e-02,8.918115154559541624e-01,3.730474186864615183e-01,5.520211074161061049e-01,2.663813520619146002e-01,7.905475967565449569e-01,6.151530878065020191e-01,8.002198596288154775e-01,7.432258917795582231e-01,4.737684708860953053e-01
